numero_declaracion,manifiesto,codigo,descripcion_mercaderia,item_nro,valor_item
IMP-ES-2024-0000769,MAN-2024-38348,1006.30.00,Arroz semiblanqueado,2,325340.27
IMP-ES-2024-0000769,MAN-2024-38348,2204.21.00,Vino tinto en botellas,3,908750.24
IMP-CL-2024-0000770,MAN-2024-64213,0901.11.00,Café sin tostar,1,2509021.4
IMP-CL-2024-0000770,MAN-2024-64213,7208.51.00,Productos planos de hierro laminado,2,178948.74
IMP-CL-2024-0000770,MAN-2024-64213,6203.42.00,Pantalones de mezclilla,3,4178239.84
IMP-CL-2024-0000770,MAN-2024-64213,8703.23.00,Automóviles de turismo,4,439040.28
IMP-VN-2023-0000771,MAN-2023-85672,8703.23.00,Automóviles de turismo,1,2592087.27
IMP-VN-2022-0000772,MAN-2022-85265,2204.21.00,Vino tinto en botellas,1,1334813.09
IMP-VN-2022-0000772,MAN-2022-85265,2710.12.00,Gasolina,2,3624040.7
IMP-VN-2022-0000772,MAN-2022-85265,8474.20.00,Maquinaria trituradora de minerales,3,896343.87
IMP-CL-2023-0000773,MAN-2023-57259,8474.20.00,Maquinaria trituradora de minerales,1,567040.8
IMP-CL-2023-0000773,MAN-2023-57259,8701.20.00,Tractores de carretera,2,439058.07
IMP-CL-2023-0000773,MAN-2023-57259,8528.72.00,Monitores y pantallas LCD,3,199930.05
IMP-CL-2023-0000773,MAN-2023-57259,2710.12.00,Gasolina,4,274171.58
IMP-CL-2023-0000773,MAN-2023-57259,1006.30.00,Arroz semiblanqueado,5,162159.36
IMP-CL-2023-0000774,MAN-2023-79001,3002.20.00,Vacunas para medicina humana,1,2070512.4
IMP-CL-2023-0000774,MAN-2023-79001,6203.42.00,Pantalones de mezclilla,2,3360315.84
IMP-CL-2023-0000774,MAN-2023-79001,0901.11.00,Café sin tostar,3,1379530.41
IMP-CL-2023-0000774,MAN-2023-79001,1006.30.00,Arroz semiblanqueado,4,449415.66
IMP-CL-2023-0000775,MAN-2023-85095,3004.90.00,Medicamentos para uso humano,1,585618
IMP-CL-2022-0000776,MAN-2022-12088,6203.42.00,Pantalones de mezclilla,1,779496.9
IMP-CL-2022-0000776,MAN-2022-12088,8429.51.00,Cargadores frontales,2,2203581.24
IMP-CL-2022-0000776,MAN-2022-12088,2204.21.00,Vino tinto en botellas,3,1092580.94
IMP-CL-2022-0000776,MAN-2022-12088,7606.11.00,Chapas y hojas de aluminio,4,35046
IMP-CL-2022-0000776,MAN-2022-12088,4011.10.00,Neumáticos para automóviles,5,4764710.04
IMP-CL-2022-0000777,MAN-2022-60977,8701.20.00,Tractores de carretera,1,5696257.14
IMP-ES-2024-0000778,MAN-2024-46627,2710.12.00,Gasolina,1,2007769.68
IMP-ES-2024-0000778,MAN-2024-46627,3901.20.00,Polietileno de alta densidad,2,3639283.75
IMP-CL-2024-0000779,MAN-2024-93834,8471.30.00,Computadores portátiles,1,308862.71
IMP-CL-2024-0000779,MAN-2024-93834,8703.23.00,Automóviles de turismo,2,4054030.8
IMP-CL-2024-0000779,MAN-2024-93834,2710.12.00,Gasolina,3,6550635.08
IMP-CL-2024-0000779,MAN-2024-93834,8544.42.00,Conductores eléctricos con conector,4,3601949.61
IMP-CL-2024-0000779,MAN-2024-93834,4011.10.00,Neumáticos para automóviles,5,1899851.52
IMP-CL-2023-0000780,MAN-2023-37481,7606.11.00,Chapas y hojas de aluminio,1,3394660.27
IMP-CL-2023-0000780,MAN-2023-37481,8471.30.00,Computadores portátiles,2,1607527.1
IMP-CL-2023-0000780,MAN-2023-37481,3901.20.00,Polietileno de alta densidad,3,2547301.92
IMP-CL-2023-0000780,MAN-2023-37481,6109.10.00,Camisetas de algodón,4,2454502.35
IMP-CL-2024-0000781,MAN-2024-46232,0901.11.00,Café sin tostar,1,74020.2
IMP-CL-2024-0000781,MAN-2024-46232,3002.20.00,Vacunas para medicina humana,2,2913258.96
IMP-CL-2024-0000781,MAN-2024-46232,7606.11.00,Chapas y hojas de aluminio,3,1996588.24
IMP-CL-2024-0000781,MAN-2024-46232,4011.10.00,Neumáticos para automóviles,4,813560.45
IMP-CL-2024-0000781,MAN-2024-46232,3901.20.00,Polietileno de alta densidad,5,1519883.7
IMP-ES-2024-0000782,MAN-2024-16530,3002.20.00,Vacunas para medicina humana,1,1894323.94
IMP-ES-2024-0000782,MAN-2024-16530,7208.51.00,Productos planos de hierro laminado,2,4826922
IMP-CL-2024-0000783,MAN-2024-67133,8474.20.00,Maquinaria trituradora de minerales,1,2388581.23
IMP-CL-2024-0000784,MAN-2024-15361,8703.23.00,Automóviles de turismo,1,1378724.74
IMP-CL-2023-0000785,MAN-2023-52071,7606.11.00,Chapas y hojas de aluminio,1,236015
IMP-CL-2023-0000785,MAN-2023-52071,8429.51.00,Cargadores frontales,2,1190818.56
IMP-CL-2023-0000786,MAN-2023-54440,7208.51.00,Productos planos de hierro laminado,1,630827.9
IMP-CL-2023-0000786,MAN-2023-54440,1006.30.00,Arroz semiblanqueado,2,543325.86
IMP-CL-2023-0000786,MAN-2023-54440,4011.10.00,Neumáticos para automóviles,3,438312.66
IMP-CL-2023-0000786,MAN-2023-54440,8429.51.00,Cargadores frontales,4,1731648
IMP-ES-2023-0000787,MAN-2023-23349,2710.12.00,Gasolina,1,3103560.75
IMP-ES-2023-0000787,MAN-2023-23349,6203.42.00,Pantalones de mezclilla,2,1720972.86
IMP-CL-2022-0000788,MAN-2022-90551,4011.10.00,Neumáticos para automóviles,1,1577904.35
IMP-ES-2023-0000789,MAN-2023-95671,8429.51.00,Cargadores frontales,1,3463017.6
IMP-ES-2023-0000789,MAN-2023-95671,8701.20.00,Tractores de carretera,2,1042385.55
IMP-ES-2023-0000789,MAN-2023-95671,2204.21.00,Vino tinto en botellas,3,181252.62
IMP-ES-2023-0000789,MAN-2023-95671,3901.20.00,Polietileno de alta densidad,4,1351898.71
IMP-VN-2022-0000790,MAN-2022-58871,8474.20.00,Maquinaria trituradora de minerales,1,308108.76
IMP-VN-2022-0000790,MAN-2022-58871,8703.23.00,Automóviles de turismo,2,4196556.6
IMP-VN-2022-0000790,MAN-2022-58871,3002.20.00,Vacunas para medicina humana,3,5817437.99
IMP-VN-2022-0000791,MAN-2022-62149,8544.42.00,Conductores eléctricos con conector,1,15559.96
IMP-VN-2022-0000791,MAN-2022-62149,3004.90.00,Medicamentos para uso humano,2,1233227.44
IMP-ES-2024-0000792,MAN-2024-89115,4011.10.00,Neumáticos para automóviles,1,2710154.63
IMP-ES-2024-0000792,MAN-2024-89115,3002.20.00,Vacunas para medicina humana,2,2605065.3
IMP-ES-2024-0000792,MAN-2024-89115,7208.51.00,Productos planos de hierro laminado,3,679764.42
IMP-ES-2024-0000792,MAN-2024-89115,3004.90.00,Medicamentos para uso humano,4,4117851
IMP-ES-2024-0000792,MAN-2024-89115,6203.42.00,Pantalones de mezclilla,5,2856430.55
IMP-VN-2024-0000793,MAN-2024-41101,6203.42.00,Pantalones de mezclilla,1,2628974.94
IMP-VN-2024-0000793,MAN-2024-41101,3002.20.00,Vacunas para medicina humana,2,3178321.81
IMP-VN-2024-0000793,MAN-2024-41101,3004.90.00,Medicamentos para uso humano,3,2617695.9
IMP-VN-2024-0000793,MAN-2024-41101,8544.42.00,Conductores eléctricos con conector,4,429312.63
IMP-VN-2024-0000793,MAN-2024-41101,1006.30.00,Arroz semiblanqueado,5,1433886.12
IMP-CL-2023-0000794,MAN-2023-44616,2710.12.00,Gasolina,1,1288634
IMP-CL-2023-0000794,MAN-2023-44616,8544.42.00,Conductores eléctricos con conector,2,467713.74
IMP-ES-2024-0000795,MAN-2024-80393,2204.21.00,Vino tinto en botellas,1,619673.76
IMP-ES-2024-0000795,MAN-2024-80393,1006.30.00,Arroz semiblanqueado,2,65981.6
IMP-CL-2022-0000796,MAN-2022-16056,8701.20.00,Tractores de carretera,1,546483.45
IMP-CL-2022-0000796,MAN-2022-16056,8471.30.00,Computadores portátiles,2,2657146.41
IMP-CL-2022-0000797,MAN-2022-97986,3002.20.00,Vacunas para medicina humana,1,2778370.34
IMP-CL-2022-0000797,MAN-2022-97986,8474.20.00,Maquinaria trituradora de minerales,2,822105.22
IMP-CL-2022-0000797,MAN-2022-97986,3901.20.00,Polietileno de alta densidad,3,9356.16
IMP-CL-2022-0000797,MAN-2022-97986,6203.42.00,Pantalones de mezclilla,4,2120372.64
IMP-CL-2023-0000798,MAN-2023-26172,8544.42.00,Conductores eléctricos con conector,1,251949.69
IMP-CL-2023-0000798,MAN-2023-26172,3002.20.00,Vacunas para medicina humana,2,395291.46
IMP-CL-2023-0000798,MAN-2023-26172,7208.51.00,Productos planos de hierro laminado,3,92155.51
IMP-ES-2022-0000799,MAN-2022-35182,8429.51.00,Cargadores frontales,1,987415.47
IMP-ES-2022-0000799,MAN-2022-35182,4011.10.00,Neumáticos para automóviles,2,879088.08
IMP-ES-2022-0000799,MAN-2022-35182,3004.90.00,Medicamentos para uso humano,3,1753212.34
IMP-ES-2022-0000799,MAN-2022-35182,7208.51.00,Productos planos de hierro laminado,4,1148803.21
IMP-ES-2022-0000799,MAN-2022-35182,8471.30.00,Computadores portátiles,5,2760736.44
IMP-CL-2022-0000800,MAN-2022-84221,7208.51.00,Productos planos de hierro laminado,1,556366.52
IMP-CL-2022-0000800,MAN-2022-84221,6203.42.00,Pantalones de mezclilla,2,812432
IMP-CL-2022-0000800,MAN-2022-84221,1006.30.00,Arroz semiblanqueado,3,736703.5
IMP-VN-2023-0000801,MAN-2023-69966,8474.20.00,Maquinaria trituradora de minerales,1,3202123.07
IMP-VN-2023-0000801,MAN-2023-69966,7606.11.00,Chapas y hojas de aluminio,2,40484.64
IMP-VN-2023-0000801,MAN-2023-69966,4011.10.00,Neumáticos para automóviles,3,1091730.69
IMP-VN-2023-0000801,MAN-2023-69966,8528.72.00,Monitores y pantallas LCD,4,3158503.68
IMP-ES-2022-0000802,MAN-2022-81151,0901.11.00,Café sin tostar,1,6913174.17
IMP-ES-2022-0000802,MAN-2022-81151,1006.30.00,Arroz semiblanqueado,2,4630586.4
IMP-ES-2023-0000803,MAN-2023-68926,8474.20.00,Maquinaria trituradora de minerales,1,713400
IMP-ES-2023-0000803,MAN-2023-68926,3901.20.00,Polietileno de alta densidad,2,60259.19
IMP-CL-2023-0000804,MAN-2023-67764,8429.51.00,Cargadores frontales,1,500274.04
IMP-CL-2023-0000804,MAN-2023-67764,2710.12.00,Gasolina,2,935129.12
IMP-CL-2023-0000804,MAN-2023-67764,7208.51.00,Productos planos de hierro laminado,3,1319349.2
IMP-CL-2023-0000804,MAN-2023-67764,8544.42.00,Conductores eléctricos con conector,4,7165218.06
IMP-VN-2024-0000805,MAN-2024-28756,4011.10.00,Neumáticos para automóviles,1,5671395.68
IMP-VN-2024-0000805,MAN-2024-28756,8544.42.00,Conductores eléctricos con conector,2,418097.78
IMP-CL-2023-0000806,MAN-2023-54648,8471.30.00,Computadores portátiles,1,4284404.9
IMP-CL-2023-0000806,MAN-2023-54648,3004.90.00,Medicamentos para uso humano,2,1412285.77
IMP-CL-2023-0000806,MAN-2023-54648,8544.42.00,Conductores eléctricos con conector,3,4801465.22
IMP-CL-2023-0000806,MAN-2023-54648,4011.10.00,Neumáticos para automóviles,4,1882609.3
IMP-CL-2022-0000807,MAN-2022-19851,8471.30.00,Computadores portátiles,1,2308047.04
IMP-CL-2022-0000807,MAN-2022-19851,6109.10.00,Camisetas de algodón,2,587990.68
IMP-CL-2022-0000807,MAN-2022-19851,8701.20.00,Tractores de carretera,3,19466.04
IMP-CL-2022-0000807,MAN-2022-19851,2204.21.00,Vino tinto en botellas,4,3326613.44
IMP-CL-2022-0000807,MAN-2022-19851,2710.12.00,Gasolina,5,5811167.7
IMP-VN-2023-0000808,MAN-2023-10588,8703.23.00,Automóviles de turismo,1,2282882.9
IMP-VN-2023-0000808,MAN-2023-10588,4011.10.00,Neumáticos para automóviles,2,595348.8
IMP-VN-2023-0000808,MAN-2023-10588,8429.51.00,Cargadores frontales,3,3539256.88
IMP-VN-2023-0000808,MAN-2023-10588,7606.11.00,Chapas y hojas de aluminio,4,1289311.92
IMP-VN-2022-0000809,MAN-2022-32428,0901.11.00,Café sin tostar,1,157681.42
IMP-VN-2022-0000809,MAN-2022-32428,1006.30.00,Arroz semiblanqueado,2,836402.93
IMP-VN-2022-0000809,MAN-2022-32428,8528.72.00,Monitores y pantallas LCD,3,3553933.09
IMP-VN-2022-0000809,MAN-2022-32428,8429.51.00,Cargadores frontales,4,2486.42
IMP-VN-2023-0000810,MAN-2023-87911,6203.42.00,Pantalones de mezclilla,1,4815990.25
IMP-ES-2024-0000811,MAN-2024-85412,3901.20.00,Polietileno de alta densidad,1,543250.85
IMP-ES-2024-0000811,MAN-2024-85412,1006.30.00,Arroz semiblanqueado,2,2245733.75
IMP-ES-2024-0000811,MAN-2024-85412,2710.12.00,Gasolina,3,268573.41
IMP-ES-2023-0000812,MAN-2023-94641,8474.20.00,Maquinaria trituradora de minerales,1,782974.4
IMP-ES-2023-0000812,MAN-2023-94641,1006.30.00,Arroz semiblanqueado,2,2779994.8
IMP-ES-2023-0000812,MAN-2023-94641,3901.20.00,Polietileno de alta densidad,3,3727494.63
IMP-ES-2023-0000812,MAN-2023-94641,2204.21.00,Vino tinto en botellas,4,286915.2
IMP-ES-2023-0000812,MAN-2023-94641,4011.10.00,Neumáticos para automóviles,5,764289.68
IMP-VN-2022-0000813,MAN-2022-48405,8703.23.00,Automóviles de turismo,1,4280166.67
IMP-VN-2022-0000813,MAN-2022-48405,0901.11.00,Café sin tostar,2,2016018.27
IMP-VN-2022-0000813,MAN-2022-48405,8544.42.00,Conductores eléctricos con conector,3,3193306.2
IMP-ES-2022-0000814,MAN-2022-16953,4011.10.00,Neumáticos para automóviles,1,22367.52
IMP-VN-2023-0000815,MAN-2023-78380,8474.20.00,Maquinaria trituradora de minerales,1,1735824
IMP-ES-2023-0000816,MAN-2023-93382,2710.12.00,Gasolina,1,699222.78
IMP-ES-2023-0000816,MAN-2023-93382,6109.10.00,Camisetas de algodón,2,1191238.11
IMP-ES-2023-0000816,MAN-2023-93382,7208.51.00,Productos planos de hierro laminado,3,5878211.46
IMP-ES-2023-0000816,MAN-2023-93382,0901.11.00,Café sin tostar,4,3795420.68
IMP-ES-2023-0000816,MAN-2023-93382,8701.20.00,Tractores de carretera,5,1979635.72
IMP-CL-2024-0000817,MAN-2024-50078,0901.11.00,Café sin tostar,1,1893325.26
IMP-CL-2024-0000817,MAN-2024-50078,8429.51.00,Cargadores frontales,2,4780429.92
IMP-CL-2024-0000817,MAN-2024-50078,7208.51.00,Productos planos de hierro laminado,3,797976.1
IMP-ES-2022-0000818,MAN-2022-43226,4011.10.00,Neumáticos para automóviles,1,6037309.32
IMP-ES-2022-0000818,MAN-2022-43226,8701.20.00,Tractores de carretera,2,467431.56
IMP-ES-2024-0000819,MAN-2024-19333,8701.20.00,Tractores de carretera,1,121376.42
IMP-ES-2024-0000819,MAN-2024-19333,8517.12.00,Teléfonos inteligentes,2,515252.78
IMP-ES-2024-0000819,MAN-2024-19333,6203.42.00,Pantalones de mezclilla,3,47286.25
IMP-ES-2024-0000819,MAN-2024-19333,3901.20.00,Polietileno de alta densidad,4,837667.91
IMP-CL-2022-0000820,MAN-2022-24427,8429.51.00,Cargadores frontales,1,576877.95
IMP-CL-2024-0000821,MAN-2024-88072,3002.20.00,Vacunas para medicina humana,1,3158167.32
IMP-CL-2024-0000821,MAN-2024-88072,6203.42.00,Pantalones de mezclilla,2,879392.8
IMP-CL-2024-0000821,MAN-2024-88072,8701.20.00,Tractores de carretera,3,113400.27
IMP-CL-2024-0000821,MAN-2024-88072,2710.12.00,Gasolina,4,400821.07
IMP-CL-2023-0000822,MAN-2023-41860,3002.20.00,Vacunas para medicina humana,1,6551878.32
IMP-CL-2023-0000822,MAN-2023-41860,8471.30.00,Computadores portátiles,2,245959.78
IMP-CL-2024-0000823,MAN-2024-47056,2204.21.00,Vino tinto en botellas,1,4265481.87
IMP-CL-2024-0000823,MAN-2024-47056,8528.72.00,Monitores y pantallas LCD,2,1695488.4
IMP-CL-2024-0000823,MAN-2024-47056,2710.12.00,Gasolina,3,3007699.53
IMP-CL-2024-0000823,MAN-2024-47056,8544.42.00,Conductores eléctricos con conector,4,2562624.56
IMP-CL-2024-0000823,MAN-2024-47056,3002.20.00,Vacunas para medicina humana,5,3250678.5
IMP-CL-2023-0000824,MAN-2023-18962,3901.20.00,Polietileno de alta densidad,1,86099.64
IMP-VN-2022-0000825,MAN-2022-12415,2204.21.00,Vino tinto en botellas,1,1806451.2
IMP-VN-2022-0000825,MAN-2022-12415,3002.20.00,Vacunas para medicina humana,2,2239099.92
IMP-VN-2022-0000825,MAN-2022-12415,8517.12.00,Teléfonos inteligentes,3,641968.1
IMP-CL-2024-0000826,MAN-2024-27708,7606.11.00,Chapas y hojas de aluminio,1,812655.34
IMP-CL-2024-0000826,MAN-2024-27708,8474.20.00,Maquinaria trituradora de minerales,2,2495374.31
IMP-CL-2024-0000826,MAN-2024-27708,8701.20.00,Tractores de carretera,3,89482.33
IMP-CL-2024-0000826,MAN-2024-27708,3002.20.00,Vacunas para medicina humana,4,292055.06
IMP-CL-2024-0000826,MAN-2024-27708,4011.10.00,Neumáticos para automóviles,5,62581.5
IMP-CL-2024-0000827,MAN-2024-35513,0901.11.00,Café sin tostar,1,892131.3
IMP-CL-2024-0000827,MAN-2024-35513,6203.42.00,Pantalones de mezclilla,2,309940.56
IMP-CL-2024-0000828,MAN-2024-62762,8429.51.00,Cargadores frontales,1,1966440.24
IMP-CL-2024-0000828,MAN-2024-62762,7208.51.00,Productos planos de hierro laminado,2,7492.02
IMP-CL-2024-0000828,MAN-2024-62762,1006.30.00,Arroz semiblanqueado,3,72953.6
IMP-ES-2022-0000829,MAN-2022-80345,4011.10.00,Neumáticos para automóviles,1,1978197.5
IMP-ES-2022-0000829,MAN-2022-80345,8429.51.00,Cargadores frontales,2,1747394.65
IMP-VN-2022-0000830,MAN-2022-21176,7208.51.00,Productos planos de hierro laminado,1,848724.8
IMP-VN-2022-0000830,MAN-2022-21176,8528.72.00,Monitores y pantallas LCD,2,1640924.4
IMP-ES-2022-0000831,MAN-2022-93385,8474.20.00,Maquinaria trituradora de minerales,1,4836339.2
IMP-ES-2022-0000831,MAN-2022-93385,8544.42.00,Conductores eléctricos con conector,2,661213.53
IMP-ES-2022-0000831,MAN-2022-93385,8429.51.00,Cargadores frontales,3,1699924.2
IMP-ES-2022-0000831,MAN-2022-93385,1006.30.00,Arroz semiblanqueado,4,1765549.8
IMP-ES-2022-0000831,MAN-2022-93385,3004.90.00,Medicamentos para uso humano,5,3998752.31
IMP-ES-2022-0000832,MAN-2022-88596,8517.12.00,Teléfonos inteligentes,1,8592.14
IMP-ES-2022-0000832,MAN-2022-88596,2710.12.00,Gasolina,2,1676186.85
IMP-ES-2022-0000832,MAN-2022-88596,2204.21.00,Vino tinto en botellas,3,6205802.04
IMP-ES-2022-0000832,MAN-2022-88596,3002.20.00,Vacunas para medicina humana,4,1347192
IMP-VN-2023-0000833,MAN-2023-65918,7208.51.00,Productos planos de hierro laminado,1,1233890.21
IMP-VN-2023-0000833,MAN-2023-65918,6109.10.00,Camisetas de algodón,2,2743215.16
IMP-ES-2023-0000834,MAN-2023-63121,8517.12.00,Teléfonos inteligentes,1,462816.9
IMP-ES-2023-0000834,MAN-2023-63121,2204.21.00,Vino tinto en botellas,2,23320.6
IMP-ES-2023-0000834,MAN-2023-63121,7606.11.00,Chapas y hojas de aluminio,3,2477612.12
IMP-ES-2023-0000834,MAN-2023-63121,3004.90.00,Medicamentos para uso humano,4,1647026.7
IMP-ES-2023-0000834,MAN-2023-63121,6203.42.00,Pantalones de mezclilla,5,2467079.89
IMP-CL-2022-0000835,MAN-2022-22166,8528.72.00,Monitores y pantallas LCD,1,1664272.32
IMP-CL-2023-0000836,MAN-2023-90402,4011.10.00,Neumáticos para automóviles,1,492403.68
IMP-CL-2023-0000836,MAN-2023-90402,3002.20.00,Vacunas para medicina humana,2,1198450.8
IMP-CL-2023-0000836,MAN-2023-90402,7208.51.00,Productos planos de hierro laminado,3,1210975.64
IMP-CL-2022-0000837,MAN-2022-14374,0901.11.00,Café sin tostar,1,3990735.52
IMP-CL-2022-0000837,MAN-2022-14374,3002.20.00,Vacunas para medicina humana,2,6556685.8
IMP-CL-2022-0000837,MAN-2022-14374,8429.51.00,Cargadores frontales,3,4545681.56
IMP-CL-2022-0000837,MAN-2022-14374,6109.10.00,Camisetas de algodón,4,3542159.74
IMP-CL-2022-0000837,MAN-2022-14374,7606.11.00,Chapas y hojas de aluminio,5,3426655.68
IMP-ES-2024-0000838,MAN-2024-12041,7606.11.00,Chapas y hojas de aluminio,1,1538860.08
IMP-CL-2023-0000839,MAN-2023-61043,6203.42.00,Pantalones de mezclilla,1,3304253.28
IMP-CL-2022-0000840,MAN-2022-99181,8517.12.00,Teléfonos inteligentes,1,527672.78
IMP-CL-2024-0000841,MAN-2024-47673,8528.72.00,Monitores y pantallas LCD,1,1357688
IMP-CL-2024-0000841,MAN-2024-47673,8517.12.00,Teléfonos inteligentes,2,509965.09
IMP-CL-2022-0000842,MAN-2022-93239,8471.30.00,Computadores portátiles,1,608361.46
IMP-CL-2022-0000842,MAN-2022-93239,8429.51.00,Cargadores frontales,2,687709.12
IMP-VN-2022-0000843,MAN-2022-93926,6203.42.00,Pantalones de mezclilla,1,1346707.2
IMP-VN-2022-0000843,MAN-2022-93926,7208.51.00,Productos planos de hierro laminado,2,1292559.55
IMP-VN-2022-0000843,MAN-2022-93926,6109.10.00,Camisetas de algodón,3,2433853.02
IMP-VN-2022-0000843,MAN-2022-93926,1006.30.00,Arroz semiblanqueado,4,601992.58
IMP-VN-2022-0000843,MAN-2022-93926,8701.20.00,Tractores de carretera,5,1117002.51
IMP-VN-2024-0000844,MAN-2024-55180,8701.20.00,Tractores de carretera,1,2531212.2
IMP-CL-2024-0000845,MAN-2024-31012,4011.10.00,Neumáticos para automóviles,1,3796328.25
IMP-CL-2024-0000845,MAN-2024-31012,8703.23.00,Automóviles de turismo,2,2033352.49
IMP-CL-2024-0000845,MAN-2024-31012,2204.21.00,Vino tinto en botellas,3,4168952.16
IMP-CL-2024-0000845,MAN-2024-31012,7606.11.00,Chapas y hojas de aluminio,4,919294.86
IMP-CL-2022-0000846,MAN-2022-40084,8471.30.00,Computadores portátiles,1,182463.21
IMP-CL-2023-0000847,MAN-2023-91060,8701.20.00,Tractores de carretera,1,487552.56
IMP-CL-2023-0000847,MAN-2023-91060,8471.30.00,Computadores portátiles,2,305631.81
IMP-CL-2022-0000848,MAN-2022-89448,8703.23.00,Automóviles de turismo,1,22084.72
IMP-CL-2022-0000848,MAN-2022-89448,8517.12.00,Teléfonos inteligentes,2,89643.18
IMP-ES-2023-0000849,MAN-2023-28704,8544.42.00,Conductores eléctricos con conector,1,3783771.68
IMP-ES-2023-0000849,MAN-2023-28704,3004.90.00,Medicamentos para uso humano,2,18692.25
IMP-ES-2023-0000849,MAN-2023-28704,3901.20.00,Polietileno de alta densidad,3,13864.4
IMP-ES-2023-0000849,MAN-2023-28704,7606.11.00,Chapas y hojas de aluminio,4,803316.48
IMP-CL-2022-0000850,MAN-2022-17505,8429.51.00,Cargadores frontales,1,19098.36
IMP-CL-2022-0000850,MAN-2022-17505,0901.11.00,Café sin tostar,2,98164.1
IMP-CL-2022-0000850,MAN-2022-17505,8474.20.00,Maquinaria trituradora de minerales,3,5973813.56
IMP-CL-2022-0000850,MAN-2022-17505,3901.20.00,Polietileno de alta densidad,4,2718058.2
IMP-CL-2022-0000850,MAN-2022-17505,2204.21.00,Vino tinto en botellas,5,2259379.56
IMP-CL-2024-0000851,MAN-2024-87726,8544.42.00,Conductores eléctricos con conector,1,277826.64
IMP-CL-2024-0000851,MAN-2024-87726,2204.21.00,Vino tinto en botellas,2,78570.45
IMP-VN-2022-0000852,MAN-2022-53431,8701.20.00,Tractores de carretera,1,2713964.4
IMP-VN-2022-0000852,MAN-2022-53431,6203.42.00,Pantalones de mezclilla,2,2432716.13
IMP-ES-2022-0000853,MAN-2022-99228,8474.20.00,Maquinaria trituradora de minerales,1,8246.89
IMP-ES-2022-0000853,MAN-2022-99228,8528.72.00,Monitores y pantallas LCD,2,5819680.21
IMP-ES-2022-0000853,MAN-2022-99228,3004.90.00,Medicamentos para uso humano,3,3950044.8
IMP-CL-2022-0000854,MAN-2022-94241,2710.12.00,Gasolina,1,844175.52
IMP-CL-2022-0000854,MAN-2022-94241,4011.10.00,Neumáticos para automóviles,2,611033.5
IMP-CL-2022-0000854,MAN-2022-94241,6203.42.00,Pantalones de mezclilla,3,1418551.57
IMP-CL-2022-0000854,MAN-2022-94241,8471.30.00,Computadores portátiles,4,3684230.55
IMP-CL-2022-0000854,MAN-2022-94241,7606.11.00,Chapas y hojas de aluminio,5,3711090.06
IMP-VN-2024-0000855,MAN-2024-56485,6109.10.00,Camisetas de algodón,1,288342.45
IMP-VN-2024-0000855,MAN-2024-56485,6203.42.00,Pantalones de mezclilla,2,3924448.6
IMP-VN-2024-0000855,MAN-2024-56485,7208.51.00,Productos planos de hierro laminado,3,23517.55
IMP-VN-2024-0000855,MAN-2024-56485,3004.90.00,Medicamentos para uso humano,4,909102.52
