numero_declaracion,fecha_declaracion,pais_importacion,aduana,importador_nombre,importador_tax_id,exportador_pais,via_transporte,naviera,nombre_nave,numero_bl,puerto_origen,fecha_embarque,fecha_arribo,dias_transito,numero_manifiesto,contenedores,tipo_contenedor,num_contenedores,peso_bruto_kg,volumen_m3,bultos,num_items,items_detalle,valor_fob_usd,flete_usd,seguro_usd,valor_cif_usd,tasa_advalorem_pct,derechos_advalorem,iva,total_tributos,moneda,canal,estado,fecha_liquidacion
IMP-CL-2024-0000766,2024-08-31,CL,SAN VICENTE,Falabella Retail S.A.,51.091.075-3,NL,MARITIMO,Evergreen Marine,MAERSK MC-KINNEY MOLLER,EVER805690050,ROTTERDAM,2024-08-04,2024-08-30,27,MAN-2024-95812,HLXU4489005|MSCU1976246|MSCU1780330|TRHU5660093,OPEN TOP 20',4,1421.2,31.59,825,3,1:8429.51.00:Cargadores frontales:216:1515028.32USD | 2:8471.30.00:Computadores portátiles:42:194409.60USD | 3:7606.11.00:Chapas y hojas de aluminio:228:1200985.44USD,2910423.36,130684.93,16764.95,3057873.24,18.0,550417.18,685575.18,1235992.36,USD,VERDE,ACEPTADO,2024-09-04
IMP-CL-2023-0000767,2023-05-19,CL,IQUIQUE,Cencosud S.A.,61.561.395-1,DE,MARITIMO,MSC,MSC ISTANBUL,MSC840275058,HONG KONG,2023-04-21,2023-05-18,28,MAN-2023-88644,YMLU8825146,DRY 20',1,24025.3,42.09,171,2,1:8429.51.00:Cargadores frontales:221:3261509.16USD | 2:3002.20.00:Vacunas para medicina humana:324:3323021.76USD,6584530.92,498926.58,83142.32,7166599.82,18.0,1289987.97,1606751.68,2896739.65,USD,AMARILLO,LIQUIDADO,2023-05-24
IMP-CL-2024-0000768,2024-03-28,CL,SAN VICENTE,Walmart Chile S.A.,60.245.190-6,IN,MARITIMO,HMM,YANG MING WIND,HMM258120538,SHANGHAI,2024-02-13,2024-03-26,44,MAN-2024-81769,YMLU7740968|OOLU2283470|YMLU6140751|COSU8527555,REEFER 20',4,25891.2,38.2,846,1,1:8528.72.00:Monitores y pantallas LCD:281:431621.62USD,431621.62,32085.27,4326.5,468033.39,15.0,70205.01,102265.3,172470.31,USD,VERDE,ACEPTADO,2024-04-02
IMP-ES-2024-0000769,2024-02-03,ES,BARCELONA,Telefónica S.A.,ES17354480M,DE,MARITIMO,COSCO Shipping,PIL SINGAPORE,COSC194746366,HO CHI MINH,2023-12-25,2024-02-02,40,MAN-2024-38348,TRHU4119485|COSU8093626,HC 40',2,24022.5,25.51,995,3,1:3004.90.00:Medicamentos para uso humano:9:71154.36USD | 2:1006.30.00:Arroz semiblanqueado:317:325340.27USD | 3:2204.21.00:Vino tinto en botellas:368:908750.24USD,1305244.87,54341.94,9548.61,1369135.42,15.0,205370.31,330646.2,536016.51,EUR,VERDE,ACEPTADO,2024-02-08
IMP-CL-2024-0000770,2024-02-10,CL,ARICA,Importadora del Pacífico Ltda.,77.111.233-K,TH,MARITIMO,COSCO Shipping,SANTA URSULA,COSC432960678,VALENCIA,2024-01-22,2024-02-08,19,MAN-2024-64213,MSCU4153740|EISU5403274,HC 40',2,3335.6,65.45,350,4,1:0901.11.00:Café sin tostar:283:2509021.40USD | 2:7208.51.00:Productos planos de hierro laminado:47:178948.74USD | 3:6203.42.00:Pantalones de mezclilla:376:4178239.84USD | 4:8703.23.00:Automóviles de turismo:174:439040.28USD,7305250.26,385427.62,99697.96,7790375.84,18.0,1402267.65,1746602.26,3148869.91,USD,VERDE,LIQUIDADO,2024-02-14
IMP-VN-2023-0000771,2023-09-12,VN,DA NANG,Vietjet Air,VN6703151155,US,MARITIMO,HMM,HAPAG LLOYD BERLIN,HMM661045640,SINGAPORE,2023-08-22,2023-09-11,21,MAN-2023-85672,APHU7272800|HLXU5488504|OOLU6339847,REEFER 40',3,22904.7,27.7,1089,1,1:8703.23.00:Automóviles de turismo:471:2592087.27USD,2592087.27,143275.36,17830.93,2753193.56,6.0,165191.61,291838.52,457030.13,USD,AMARILLO,ACEPTADO,2023-09-15
IMP-VN-2022-0000772,2022-12-16,VN,HO CHI MINH,Petrovietnam,VN1674250569,GB,MARITIMO,COSCO Shipping,COSCO SHIPPING UNIVERSE,COSC597475626,ROTTERDAM,2022-11-11,2022-12-14,35,MAN-2022-85265,APHU2538468|APHU1688743|MSCU4289642,REEFER 40',3,2288.3,21.78,798,3,1:2204.21.00:Vino tinto en botellas:193:1334813.09USD | 2:2710.12.00:Gasolina:389:3624040.70USD | 3:8474.20.00:Maquinaria trituradora de minerales:111:896343.87USD,5855197.66,451571.59,34961.44,6341730.69,6.0,380503.84,672223.45,1052727.29,USD,AMARILLO,RECHAZADO,
IMP-CL-2023-0000773,2023-05-11,CL,PUERTO MONTT,Importadora del Pacífico Ltda.,11.368.984-9,TH,MARITIMO,Hapag-Lloyd,MSC ISTANBUL,HAPA759182324,BARCELONA,2023-03-30,2023-05-10,42,MAN-2023-57259,MSKU6380919,DRY 40',1,1572.3,8.83,639,5,1:8474.20.00:Maquinaria trituradora de minerales:80:567040.80USD | 2:8701.20.00:Tractores de carretera:99:439058.07USD | 3:8528.72.00:Monitores y pantallas LCD:45:199930.05USD | 4:2710.12.00:Gasolina:206:274171.58USD | 5:1006.30.00:Arroz semiblanqueado:128:162159.36USD,1642359.86,121752.56,14064.49,1778176.91,6.0,106690.61,358124.83,464815.44,USD,VERDE,ACEPTADO,2023-05-16
IMP-CL-2023-0000774,2023-10-03,CL,IQUIQUE,Walmart Chile S.A.,17.520.292-0,US,MARITIMO,ONE (Ocean Network Express),MAERSK EDINBURGH,ONE783381095,TOKYO,2023-09-05,2023-10-01,28,MAN-2023-79001,EISU3561896|MSCU7995697|YMLU2376303,REEFER 40',3,25727.4,57.24,56,4,1:3002.20.00:Vacunas para medicina humana:454:2070512.40USD | 2:6203.42.00:Pantalones de mezclilla:401:3360315.84USD | 3:0901.11.00:Café sin tostar:499:1379530.41USD | 4:1006.30.00:Arroz semiblanqueado:303:449415.66USD,7259774.31,365387.95,80864.78,7706027.04,10.0,770602.7,1610559.65,2381162.35,USD,ROJO,ACEPTADO,2023-10-05
IMP-CL-2023-0000775,2023-05-28,CL,SAN ANTONIO,Codelco Chile,89.748.723-4,SG,MARITIMO,PIL,PIL SINGAPORE,PIL958597195,TOKYO,2023-05-06,2023-05-25,22,MAN-2023-85095,COSU6969998,OPEN TOP 20',1,11558.0,47.27,790,1,1:3004.90.00:Medicamentos para uso humano:275:585618.00USD,585618.0,41702.64,8345.38,635666.02,6.0,38139.96,128023.14,166163.1,USD,ROJO,ACEPTADO,2023-05-29
IMP-CL-2022-0000776,2022-01-08,CL,PUERTO MONTT,Comercial Atacama S.A.,24.786.357-K,IN,MARITIMO,Evergreen Marine,CMA CGM MARCO POLO,EVER965450537,SHENZHEN,2021-12-21,2022-01-06,18,MAN-2022-12088,TRHU9276968|TCKU5262899|HLXU8769203,DRY 20',3,4480.6,27.73,614,5,1:6203.42.00:Pantalones de mezclilla:390:779496.90USD | 2:8429.51.00:Cargadores frontales:322:2203581.24USD | 3:2204.21.00:Vino tinto en botellas:361:1092580.94USD | 4:7606.11.00:Chapas y hojas de aluminio:75:35046.00USD | 5:4011.10.00:Neumáticos para automóviles:492:4764710.04USD,8875415.12,471862.59,119399.64,9466677.35,10.0,946667.73,1978535.57,2925203.3,USD,VERDE,RECHAZADO,
IMP-CL-2022-0000777,2022-03-31,CL,ARICA,Falabella Retail S.A.,32.412.322-0,JP,MARITIMO,HMM,MAERSK MC-KINNEY MOLLER,HMM453506845,ANTWERP,2022-03-04,2022-03-28,27,MAN-2022-60977,YMLU9004511|YMLU8569127|OOLU6722127,DRY 20',3,20245.5,6.51,180,1,1:8701.20.00:Tractores de carretera:406:5696257.14USD,5696257.14,222703.39,29210.05,5948170.58,18.0,1070670.7,1333579.84,2404250.54,USD,VERDE,RECHAZADO,
IMP-ES-2024-0000778,2024-06-02,ES,ALGECIRAS,Iberdrola S.A.,ES84626744N,CN,MARITIMO,PIL,MSC ISTANBUL,PIL617537545,NINGBO,2024-04-20,2024-06-01,43,MAN-2024-46627,MSKU4456166|OOLU1880247,REEFER 20',2,18296.7,62.53,292,2,1:2710.12.00:Gasolina:252:2007769.68USD | 2:3901.20.00:Polietileno de alta densidad:475:3639283.75USD,5647053.43,374965.83,49745.85,6071765.11,6.0,364305.91,1351574.91,1715880.82,EUR,ROJO,LIQUIDADO,2024-06-07
IMP-CL-2024-0000779,2024-07-04,CL,IQUIQUE,Importadora del Pacífico Ltda.,59.873.493-7,AR,MARITIMO,Hapag-Lloyd,YANG MING WIND,HAPA160446779,ROTTERDAM,2024-06-14,2024-07-01,20,MAN-2024-93834,YMLU2231747|TRHU3047411|YMLU8710832,REEFER 40',3,20604.6,67.21,487,5,1:8471.30.00:Computadores portátiles:169:308862.71USD | 2:8703.23.00:Automóviles de turismo:370:4054030.80USD | 3:2710.12.00:Gasolina:439:6550635.08USD | 4:8544.42.00:Conductores eléctricos con conector:301:3601949.61USD | 5:4011.10.00:Neumáticos para automóviles:392:1899851.52USD,16415329.72,694279.71,109734.58,17219344.01,15.0,2582901.6,3762426.67,6345328.27,USD,VERDE,LIQUIDADO,2024-07-09
IMP-CL-2023-0000780,2023-03-29,CL,IQUIQUE,Codelco Chile,25.704.750-3,GB,MARITIMO,CMA CGM,MAERSK MC-KINNEY MOLLER,CMA144811985,SHANGHAI,2023-03-07,2023-03-26,22,MAN-2023-37481,TRHU3798423|EISU9972390,OPEN TOP 20',2,5603.2,62.58,1086,4,1:7606.11.00:Chapas y hojas de aluminio:443:3394660.27USD | 2:8471.30.00:Computadores portátiles:265:1607527.10USD | 3:3901.20.00:Polietileno de alta densidad:321:2547301.92USD | 4:6109.10.00:Camisetas de algodón:395:2454502.35USD,10003991.64,700116.82,88034.91,10792143.37,15.0,1618821.51,2358083.33,3976904.84,USD,AMARILLO,ACEPTADO,2023-04-02
IMP-CL-2024-0000781,2024-11-19,CL,SAN VICENTE,Arauco y Constitución S.A.,41.847.864-8,MY,MARITIMO,PIL,MSC OSCAR,PIL193400066,SINGAPORE,2024-10-22,2024-11-17,28,MAN-2024-46232,TCKU2331262|HLXU6996415|HLXU2361654,REEFER 20',3,9365.4,27.4,685,5,1:0901.11.00:Café sin tostar:258:74020.20USD | 2:3002.20.00:Vacunas para medicina humana:486:2913258.96USD | 3:7606.11.00:Chapas y hojas de aluminio:166:1996588.24USD | 4:4011.10.00:Neumáticos para automóviles:113:813560.45USD | 5:3901.20.00:Polietileno de alta densidad:138:1519883.70USD,7317311.55,429720.87,97389.82,7844422.24,6.0,470665.33,1579866.64,2050531.97,USD,ROJO,LIQUIDADO,2024-11-20
IMP-ES-2024-0000782,2024-12-14,ES,ALGECIRAS,Freixenet S.A.,ES67279821H,CN,MARITIMO,Hapag-Lloyd,PACIFIC CARRIER,HAPA707442086,GUANGZHOU,2024-11-14,2024-12-11,30,MAN-2024-16530,YMLU6614414|HLXU5499998|TRHU7815897|EISU6340079,DRY 20',4,21606.3,55.61,902,2,1:3002.20.00:Vacunas para medicina humana:166:1894323.94USD | 2:7208.51.00:Productos planos de hierro laminado:430:4826922.00USD,6721245.94,241230.99,75082.77,7037559.7,6.0,422253.58,1566560.79,1988814.37,EUR,VERDE,ACEPTADO,2024-12-16
IMP-CL-2024-0000783,2024-10-29,CL,IQUIQUE,Comercial Atacama S.A.,81.198.842-K,IT,MARITIMO,Hapag-Lloyd,SANTA URSULA,HAPA803200853,SINGAPORE,2024-09-15,2024-10-28,44,MAN-2024-67133,TRHU8975888|TCKU3894941|YMLU3425708,DRY 40',3,14919.0,54.36,450,1,1:8474.20.00:Maquinaria trituradora de minerales:203:2388581.23USD,2388581.23,171634.32,13993.78,2574209.33,15.0,386131.4,562464.74,948596.14,USD,VERDE,ACEPTADO,2024-10-30
IMP-CL-2024-0000784,2024-11-02,CL,VALPARAISO,Codelco Chile,83.620.792-2,IN,MARITIMO,Evergreen Marine,COSCO SHIPPING UNIVERSE,EVER760409478,PORT KLANG,2024-10-14,2024-10-31,19,MAN-2024-15361,HLXU8359050|HLXU7286891|APHU7696322,REEFER 20',3,27636.0,36.59,718,1,1:8703.23.00:Automóviles de turismo:101:1378724.74USD,1378724.74,79521.31,7886.16,1466132.21,18.0,263903.8,328706.84,592610.64,USD,VERDE,ACEPTADO,2024-11-06
IMP-CL-2023-0000785,2023-07-02,CL,ARICA,Comercial Atacama S.A.,27.912.642-1,GB,MARITIMO,Yang Ming,MAERSK MC-KINNEY MOLLER,YANG875944748,ROTTERDAM,2023-05-22,2023-06-30,41,MAN-2023-52071,MSKU3569548,OPEN TOP 20',1,15094.7,68.8,847,2,1:7606.11.00:Chapas y hojas de aluminio:25:236015.00USD | 2:8429.51.00:Cargadores frontales:384:1190818.56USD,1426833.56,108808.82,19298.87,1554941.25,6.0,93296.47,313165.17,406461.64,USD,AMARILLO,ACEPTADO,2023-07-04
IMP-CL-2023-0000786,2023-05-19,CL,SAN VICENTE,Falabella Retail S.A.,17.881.860-4,BR,MARITIMO,Evergreen Marine,MAERSK EDINBURGH,EVER321200116,ROTTERDAM,2023-04-04,2023-05-18,45,MAN-2023-54440,MSCU8479467|APHU1375404|COSU6761193|MSKU2678642,REEFER 40',4,14384.0,34.65,777,4,1:7208.51.00:Productos planos de hierro laminado:46:630827.90USD | 2:1006.30.00:Arroz semiblanqueado:198:543325.86USD | 3:4011.10.00:Neumáticos para automóviles:134:438312.66USD | 4:8429.51.00:Cargadores frontales:311:1731648.00USD,3344114.42,180196.35,33842.39,3558153.16,6.0,213489.19,716612.05,930101.24,USD,VERDE,LIQUIDADO,2023-05-20
IMP-ES-2023-0000787,2023-07-19,ES,BILBAO,Grupo Antolin S.A.,ES73183078Z,SG,MARITIMO,COSCO Shipping,MSC OSCAR,COSC461083934,HAMBURG,2023-06-12,2023-07-16,37,MAN-2023-23349,OOLU6355946|TRHU1615730|COSU1314439,HC 40',3,9469.0,52.14,549,2,1:2710.12.00:Gasolina:265:3103560.75USD | 2:6203.42.00:Pantalones de mezclilla:173:1720972.86USD,4824533.61,259528.24,45349.4,5129411.25,6.0,307764.67,1141806.94,1449571.61,EUR,VERDE,LIQUIDADO,2023-07-23
IMP-CL-2022-0000788,2022-12-24,CL,SAN VICENTE,Arauco y Constitución S.A.,66.049.491-3,FR,MARITIMO,Maersk Line,MAERSK EDINBURGH,MAER382212248,GUANGZHOU,2022-12-02,2022-12-21,22,MAN-2022-90551,YMLU2888331|EISU4531755,HC 40',2,16827.9,35.33,114,1,1:4011.10.00:Neumáticos para automóviles:137:1577904.35USD,1577904.35,115076.23,8737.93,1701718.51,6.0,102103.11,342726.11,444829.22,USD,ROJO,LIQUIDADO,2022-12-26
IMP-ES-2023-0000789,2023-06-22,ES,BARCELONA,Acerinox S.A.,ES58603644S,JP,MARITIMO,HMM,MSC ISTANBUL,HMM538928655,LOS ANGELES,2023-05-13,2023-06-19,40,MAN-2023-95671,APHU6516331|EISU8844908|HLXU6269284|TCKU4989408,DRY 40',4,15251.2,67.84,725,4,1:8429.51.00:Cargadores frontales:240:3463017.60USD | 2:8701.20.00:Tractores de carretera:173:1042385.55USD | 3:2204.21.00:Vino tinto en botellas:54:181252.62USD | 4:3901.20.00:Polietileno de alta densidad:139:1351898.71USD,6038554.48,401934.9,59648.72,6500138.1,0.0,0.0,1365029.0,1365029.0,EUR,VERDE,LIQUIDADO,2023-06-26
IMP-VN-2022-0000790,2022-11-15,VN,HO CHI MINH,Vingroup JSC,VN6225910491,FR,MARITIMO,Hapag-Lloyd,MAERSK EDINBURGH,HAPA866527817,LOS ANGELES,2022-10-03,2022-11-12,43,MAN-2022-58871,MSKU5221527|OOLU8458954|MSKU5269556|COSU9206403,OPEN TOP 20',4,22757.3,58.33,512,3,1:8474.20.00:Maquinaria trituradora de minerales:86:308108.76USD | 2:8703.23.00:Automóviles de turismo:380:4196556.60USD | 3:3002.20.00:Vacunas para medicina humana:403:5817437.99USD,10322103.35,465501.93,51804.67,10839409.95,0.0,0.0,1083940.99,1083940.99,USD,AMARILLO,LIQUIDADO,2022-11-19
IMP-VN-2022-0000791,2022-09-09,VN,HO CHI MINH,Petrovietnam,VN6637578747,JP,MARITIMO,PIL,MSC ISTANBUL,PIL855522992,VALENCIA,2022-08-08,2022-09-08,32,MAN-2022-62149,COSU1591663,REEFER 20',1,13150.3,56.39,562,2,1:8544.42.00:Conductores eléctricos con conector:52:15559.96USD | 2:3004.90.00:Medicamentos para uso humano:236:1233227.44USD,1248787.4,79785.31,14474.11,1343046.82,0.0,0.0,134304.68,134304.68,USD,VERDE,LIQUIDADO,2022-09-11
IMP-ES-2024-0000792,2024-01-18,ES,BARCELONA,Mercadona S.A.,ES46521309G,US,MARITIMO,Evergreen Marine,ANDROMEDA LEADER,EVER602613746,GUANGZHOU,2023-12-13,2024-01-17,36,MAN-2024-89115,TCKU9958672|APHU4597014,HC 40',2,21925.0,67.86,482,5,1:4011.10.00:Neumáticos para automóviles:181:2710154.63USD | 2:3002.20.00:Vacunas para medicina humana:405:2605065.30USD | 3:7208.51.00:Productos planos de hierro laminado:123:679764.42USD | 4:3004.90.00:Medicamentos para uso humano:345:4117851.00USD | 5:6203.42.00:Pantalones de mezclilla:361:2856430.55USD,12969265.9,653339.24,128272.49,13750877.63,6.0,825052.66,3060945.36,3885998.02,EUR,AMARILLO,LIQUIDADO,2024-01-21
IMP-VN-2024-0000793,2024-10-05,VN,HANOI,Petrovietnam,VN2471907357,TH,MARITIMO,Evergreen Marine,HMM ALGECIRAS,EVER883251450,ROTTERDAM,2024-08-28,2024-10-03,38,MAN-2024-41101,MSCU8655056,OPEN TOP 20',1,20325.2,57.3,904,5,1:6203.42.00:Pantalones de mezclilla:246:2628974.94USD | 2:3002.20.00:Vacunas para medicina humana:373:3178321.81USD | 3:3004.90.00:Medicamentos para uso humano:227:2617695.90USD | 4:8544.42.00:Conductores eléctricos con conector:453:429312.63USD | 5:1006.30.00:Arroz semiblanqueado:356:1433886.12USD,10288191.4,804158.74,71607.58,11163957.72,18.0,2009512.39,1317347.01,3326859.4,USD,VERDE,ACEPTADO,2024-10-09
IMP-CL-2023-0000794,2023-06-26,CL,SAN VICENTE,Falabella Retail S.A.,57.923.987-5,MY,MARITIMO,PIL,YANG MING WIND,PIL775573615,ROTTERDAM,2023-05-17,2023-06-25,40,MAN-2023-44616,MSKU5426737|TCKU6406815,DRY 40',2,22640.4,10.37,231,2,1:2710.12.00:Gasolina:200:1288634.00USD | 2:8544.42.00:Conductores eléctricos con conector:299:467713.74USD,1756347.74,123844.28,20588.24,1900780.26,6.0,114046.82,382817.15,496863.97,USD,AMARILLO,LIQUIDADO,2023-06-29
IMP-ES-2024-0000795,2024-02-02,ES,BILBAO,Navantia S.A.,ES78852492K,JP,MARITIMO,HMM,ANDROMEDA LEADER,HMM936009288,GUANGZHOU,2023-12-24,2024-02-01,40,MAN-2024-80393,MSKU4587458|OOLU8552187|HLXU9576670,DRY 20',3,19396.6,14.38,432,2,1:2204.21.00:Vino tinto en botellas:144:619673.76USD | 2:1006.30.00:Arroz semiblanqueado:40:65981.60USD,685655.36,23914.14,8724.73,718294.23,10.0,71829.42,165925.97,237755.39,EUR,AMARILLO,ACEPTADO,2024-02-05
IMP-CL-2022-0000796,2022-06-14,CL,ARICA,Enap Refinerías S.A.,44.068.079-7,SG,MARITIMO,Maersk Line,EVER GIVEN,MAER886316777,SHANGHAI,2022-05-19,2022-06-12,26,MAN-2022-16056,MSKU4096807,REEFER 20',1,5147.1,18.46,807,2,1:8701.20.00:Tractores de carretera:485:546483.45USD | 2:8471.30.00:Computadores portátiles:339:2657146.41USD,3203629.86,127877.09,26386.48,3357893.43,0.0,0.0,637999.75,637999.75,USD,VERDE,EN REVISIÓN,
IMP-CL-2022-0000797,2022-01-22,CL,SAN VICENTE,Walmart Chile S.A.,34.846.042-0,MX,MARITIMO,HMM,MSC ISTANBUL,HMM273769309,HAMBURG,2021-12-22,2022-01-19,31,MAN-2022-97986,MSKU9371623|TCKU1701231,HC 40',2,15504.0,59.96,818,4,1:3002.20.00:Vacunas para medicina humana:398:2778370.34USD | 2:8474.20.00:Maquinaria trituradora de minerales:74:822105.22USD | 3:3901.20.00:Polietileno de alta densidad:192:9356.16USD | 4:6203.42.00:Pantalones de mezclilla:216:2120372.64USD,5730204.36,369323.96,32414.65,6131942.97,6.0,367916.58,1234973.31,1602889.89,USD,VERDE,ACEPTADO,2022-01-26
IMP-CL-2023-0000798,2023-11-04,CL,IQUIQUE,Importadora del Pacífico Ltda.,85.018.334-7,US,MARITIMO,Maersk Line,EVER GIVEN,MAER693039825,HAMBURG,2023-09-22,2023-11-02,43,MAN-2023-26172,OOLU5197200,REEFER 40',1,1412.7,41.7,1006,3,1:8544.42.00:Conductores eléctricos con conector:153:251949.69USD | 2:3002.20.00:Vacunas para medicina humana:314:395291.46USD | 3:7208.51.00:Productos planos de hierro laminado:19:92155.51USD,739396.66,55684.23,9262.65,804343.54,10.0,80434.35,168107.8,248542.15,USD,VERDE,LIQUIDADO,2023-11-05
IMP-ES-2022-0000799,2022-07-24,ES,ALGECIRAS,Grupo Antolin S.A.,ES40976164S,FR,MARITIMO,CMA CGM,ANDROMEDA LEADER,CMA832767551,HONG KONG,2022-06-30,2022-07-22,24,MAN-2022-35182,MSCU3358804|TCKU2897194|OOLU1420838|APHU9557119,REEFER 20',4,10588.1,22.96,31,5,1:8429.51.00:Cargadores frontales:237:987415.47USD | 2:4011.10.00:Neumáticos para automóviles:61:879088.08USD | 3:3004.90.00:Medicamentos para uso humano:473:1753212.34USD | 4:7208.51.00:Productos planos de hierro laminado:307:1148803.21USD | 5:8471.30.00:Computadores portátiles:462:2760736.44USD,7529255.54,278035.53,103499.35,7910790.42,6.0,474647.43,1760941.95,2235589.38,EUR,VERDE,RECHAZADO,
IMP-CL-2022-0000800,2022-06-19,CL,SAN VICENTE,Cencosud S.A.,73.884.191-K,SG,MARITIMO,CMA CGM,PACIFIC CARRIER,CMA720825311,HONG KONG,2022-06-01,2022-06-17,18,MAN-2022-84221,MSCU3733417,OPEN TOP 20',1,2740.9,8.06,191,3,1:7208.51.00:Productos planos de hierro laminado:436:556366.52USD | 2:6203.42.00:Pantalones de mezclilla:160:812432.00USD | 3:1006.30.00:Arroz semiblanqueado:130:736703.50USD,2105502.02,86080.52,25061.11,2216643.65,6.0,132998.62,446432.03,579430.65,USD,VERDE,LIQUIDADO,2022-06-20
IMP-VN-2023-0000801,2023-11-26,VN,HANOI,FPT Corporation,VN7688778079,IN,MARITIMO,PIL,HAPAG LLOYD BERLIN,PIL599062557,BUSAN,2023-10-14,2023-11-23,43,MAN-2023-69966,OOLU1080743|EISU2564016|OOLU5250843,REEFER 40',3,22751.7,54.45,1147,4,1:8474.20.00:Maquinaria trituradora de minerales:439:3202123.07USD | 2:7606.11.00:Chapas y hojas de aluminio:14:40484.64USD | 3:4011.10.00:Neumáticos para automóviles:177:1091730.69USD | 4:8528.72.00:Monitores y pantallas LCD:232:3158503.68USD,7492842.08,559434.96,60202.35,8112479.39,6.0,486748.76,859922.82,1346671.58,USD,VERDE,ACEPTADO,2023-11-30
IMP-ES-2022-0000802,2022-01-20,ES,BARCELONA,SEAT S.A.,ES25610916A,FR,MARITIMO,Yang Ming,HAPAG LLOYD BERLIN,YANG401620687,VALENCIA,2021-12-21,2022-01-18,30,MAN-2022-81151,MSKU8925877|HLXU1748384,DRY 40',2,6709.5,22.17,870,2,1:0901.11.00:Café sin tostar:483:6913174.17USD | 2:1006.30.00:Arroz semiblanqueado:432:4630586.40USD,11543760.57,685192.78,140369.53,12369322.88,15.0,1855398.43,2987191.48,4842589.91,EUR,AMARILLO,ACEPTADO,2022-01-25
IMP-ES-2023-0000803,2023-09-14,ES,BARCELONA,Freixenet S.A.,ES73438877N,FR,MARITIMO,ONE (Ocean Network Express),ANDROMEDA LEADER,ONE488756097,GUANGZHOU,2023-08-05,2023-09-12,40,MAN-2023-68926,COSU7037761,REEFER 40',1,20248.3,24.43,987,2,1:8474.20.00:Maquinaria trituradora de minerales:48:713400.00USD | 2:3901.20.00:Polietileno de alta densidad:199:60259.19USD,773659.19,36397.0,6108.12,816164.31,6.0,48969.86,181678.18,230648.04,EUR,VERDE,ACEPTADO,2023-09-17
IMP-CL-2023-0000804,2023-12-21,CL,PUERTO MONTT,Viña Concha y Toro S.A.,68.935.665-0,MY,MARITIMO,ONE (Ocean Network Express),MAERSK EDINBURGH,ONE589857352,BUSAN,2023-11-20,2023-12-19,31,MAN-2023-67764,OOLU9865495|EISU7993789|MSCU8279185,REEFER 20',3,20398.0,52.38,382,4,1:8429.51.00:Cargadores frontales:86:500274.04USD | 2:2710.12.00:Gasolina:296:935129.12USD | 3:7208.51.00:Productos planos de hierro laminado:260:1319349.20USD | 4:8544.42.00:Conductores eléctricos con conector:483:7165218.06USD,9919970.42,309864.72,69758.97,10299594.11,0.0,0.0,1956922.88,1956922.88,USD,VERDE,EN REVISIÓN,
IMP-VN-2024-0000805,2024-02-07,VN,DA NANG,Masan Group,VN4334251023,US,MARITIMO,ONE (Ocean Network Express),HMM ALGECIRAS,ONE331579405,SINGAPORE,2024-01-06,2024-02-06,32,MAN-2024-28756,MSKU2432757|MSCU8345146|HLXU6999371|MSKU3181313,REEFER 40',4,16919.5,16.21,76,2,1:4011.10.00:Neumáticos para automóviles:458:5671395.68USD | 2:8544.42.00:Conductores eléctricos con conector:74:418097.78USD,6089493.46,334009.45,66330.39,6489833.3,15.0,973474.99,746330.83,1719805.82,USD,VERDE,ACEPTADO,2024-02-12
IMP-CL-2023-0000806,2023-04-16,CL,SAN VICENTE,Viña Concha y Toro S.A.,50.141.683-4,SG,MARITIMO,ONE (Ocean Network Express),ANDROMEDA LEADER,ONE363505836,PORT KLANG,2023-03-21,2023-04-14,26,MAN-2023-54648,EISU3358453|TRHU6125784|MSKU3290763|APHU6765230,DRY 40',4,13765.8,59.25,77,4,1:8471.30.00:Computadores portátiles:290:4284404.90USD | 2:3004.90.00:Medicamentos para uso humano:133:1412285.77USD | 3:8544.42.00:Conductores eléctricos con conector:349:4801465.22USD | 4:4011.10.00:Neumáticos para automóviles:205:1882609.30USD,12380765.19,776500.43,85517.56,13242783.18,6.0,794566.99,2667096.53,3461663.52,USD,VERDE,EN REVISIÓN,
IMP-CL-2022-0000807,2022-08-27,CL,VALPARAISO,Minera Collahuasi S.A.,27.653.778-1,MX,MARITIMO,ONE (Ocean Network Express),MSC ISTANBUL,ONE615971405,SINGAPORE,2022-07-22,2022-08-24,36,MAN-2022-19851,COSU8118181,REEFER 40',1,15075.9,67.44,1124,5,1:8471.30.00:Computadores portátiles:494:2308047.04USD | 2:6109.10.00:Camisetas de algodón:74:587990.68USD | 3:8701.20.00:Tractores de carretera:4:19466.04USD | 4:2204.21.00:Vino tinto en botellas:499:3326613.44USD | 5:2710.12.00:Gasolina:390:5811167.70USD,12053284.9,946558.31,104280.62,13104123.83,18.0,2358742.29,2937944.56,5296686.85,USD,VERDE,LIQUIDADO,2022-08-28
